key,date,value01risk,value02risk,value03risk,value04risk,value05risk,value06risk,value07risk,value01ind,value02ind,value03ind,value04ind,value05ind,value06ind,value07ind,deaths01,deaths02,deaths03,deaths04,deaths05,deaths06,deaths07,illnesses01,illnesses02,illnesses03,illnesses04,illnesses05,illnesses06,illnesses07,disruption01,disruption02,disruption03,disruption04,disruption05,disruption06,disruption07
flood,2029,48.3,48.3,48.3,49.3,49.8,46.7,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2030,48.6,48.6,48.6,49.5,50.1,46.8,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2031,48.8,48.8,48.8,49.6,50.2,46.9,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2032,49,49,49,49.7,50.3,46.9,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2033,49.2,49.2,49.2,49.8,50.4,47,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2034,49.4,49.4,49.4,49.8,50.4,47.1,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2035,49.5,49.5,49.5,49.9,50.5,47.2,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2036,49.7,49.7,49.7,50,50.6,47.3,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2037,49.9,49.9,49.9,50.1,50.7,47.3,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2038,50.1,50.1,50.1,50.1,50.7,47.4,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2039,50.3,50.3,50.3,50.2,50.8,47.5,50.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2040,50.5,50.5,50.5,50.3,50.9,47.5,50.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2041,50.7,50.7,50.7,50.3,51,47.6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2042,50.9,50.9,50.9,50.4,51,47.7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2043,51.1,51.1,51.1,50.4,51.1,47.8,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2044,51.2,51.2,51.2,50.5,51.2,47.8,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2045,51.4,51.4,51.4,50.6,51.2,47.9,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2046,51.6,51.6,51.6,50.6,51.3,48,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2047,51.8,51.8,51.8,50.7,51.4,48,51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2048,52,52,52,50.8,51.5,48.1,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2049,52.2,52.2,52.2,50.8,51.5,48.2,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2050,52.4,52.4,52.4,50.9,51.6,48.3,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2051,52.6,52.6,52.6,50.8,51.7,48.3,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2052,52.7,52.7,52.7,50.8,51.8,48.4,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2053,52.9,52.9,52.9,50.7,51.9,48.5,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2054,53.1,53.1,53.1,50.6,52.1,48.5,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2055,53.3,53.3,53.3,50.6,52.2,48.6,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2056,53.5,53.5,53.5,50.5,52.3,48.7,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2057,53.7,53.7,53.7,50.5,52.4,48.8,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2058,53.9,53.9,53.9,50.4,52.5,48.8,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2059,54.1,54.1,54.1,50.3,52.7,48.9,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2060,54.3,54.3,54.3,50.3,52.8,49,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2061,54.4,54.4,54.4,50.2,52.9,49,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2062,54.6,54.6,54.6,50.1,53,49.1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2063,54.8,54.8,54.8,50.1,53.1,49.2,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2064,55,55,55,50,53.3,49.3,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02
flood,2065,55.2,55.2,55.2,49.9,53.4,49.3,53.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.02,0.02,0.02
flood,2066,55.4,55.4,55.4,49.9,53.5,49.4,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.02,0.02,0.02
flood,2067,55.6,55.6,55.6,49.8,53.6,49.5,53.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.02,0.02,0.02
flood,2068,55.8,55.8,55.8,49.8,53.7,49.5,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.02,0.02,0.02
flood,2069,56,56,56,49.7,53.9,49.6,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.03,0.02,0.03
flood,2070,56.2,56.2,56.2,49.6,54,49.2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.03,0.02,0.03
flood,2071,56.4,56.4,56.4,50.2,54.4,49.3,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.03,0.02,0.03
flood,2072,56.5,56.5,56.5,50.7,54.8,49.3,54.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.03,0.02,0.03
flood,2073,56.7,56.7,56.7,51.3,55.3,49.4,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.03,0.02,0.03
flood,2074,56.9,56.9,56.9,51.9,55.7,49.5,55.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.02,0.03,0.02,0.03
flood,2075,57.1,57.1,57.1,52.4,56.1,49.6,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.02,0.03
flood,2076,57.3,57.3,57.3,53,56.6,49.6,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.02,0.03
flood,2077,57.5,57.5,57.5,53.6,57,49.7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.02,0.03
flood,2078,57.7,57.7,57.7,54.1,57.4,49.8,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.02,0.03
flood,2079,57.9,57.9,57.9,54.7,57.9,49.8,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.02,0.03
flood,2080,58.1,58.1,58.1,55.2,58.3,49.9,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.02,0.03
flood,2081,58.3,58.3,58.3,55.8,58.7,50,58.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.02,0.03
flood,2082,58.5,58.5,58.5,56.4,59.2,50.1,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2083,58.6,58.6,58.6,56.9,59.6,50.1,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2084,58.8,58.8,58.8,57.5,60,50.2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2085,59,59,59,58.1,60.5,50.3,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2086,59.2,59.2,59.2,58.6,60.9,50.4,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2087,59.4,59.4,59.4,59.2,61.3,50.4,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2088,59.6,59.6,59.6,59.8,61.8,50.5,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2089,59.8,59.8,59.8,60.3,62.2,50.6,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2090,60,60,60,60.9,62.6,50.7,62.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2091,60.2,60.2,60.2,61.4,63.1,50.7,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2092,60.4,60.4,60.4,62,63.5,50.8,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2093,60.6,60.6,60.6,62.6,63.9,50.9,63.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2094,60.8,60.8,60.8,63.2,64.4,51,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2095,61,61,61,63.7,64.8,51,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03
flood,2096,61.2,61.2,61.2,64.3,65.2,51.1,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.04,0.03,0.04
flood,2097,61.4,61.4,61.4,64.9,65.7,51.2,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.04,0.04,0.03,0.04
flood,2098,61.5,61.5,61.5,65.4,66.1,51.3,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.04,0.04,0.03,0.04
flood,2099,61.7,61.7,61.7,66,66.6,51.3,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.04,0.04,0.03,0.04
flood,2100,61.9,61.9,61.9,66.6,67,51.4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.04,0.04,0.03,0.04
Lost business productivity,2015,0,0,0,0,0,0,0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2016,0,0,0,0,0,0,0,5,4.9,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2017,0,0,0,0,0,0,0,5.1,5.1,5.3,5.1,5.1,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2018,0,0,0,0,0,0,0,5.3,5.2,5.5,5.3,5.3,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2019,0,0,0,0,0,0,0,5.4,5.3,5.7,5.4,5.4,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2020,0,0,0,0,0,0,0,5.6,5.4,6,5.6,5.6,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2021,0,0,0,0,0,0,0,5.8,5.6,6.2,5.8,5.8,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2022,0,0,0,0,0,0,0,6,5.7,6.5,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2023,0,0,0,0,0,0,0,6.1,5.8,6.7,6.1,6.1,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2024,0,0,0,0,0,0,0,6.3,6,7,6.3,6.3,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2025,0,0,0,0,0,0,0,6.5,6.1,7.3,6.5,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2026,0,0,0,0,0,0,0,6.7,6.3,7.6,6.7,6.7,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2027,0,0,0,0,0,0,0,6.9,6.4,7.9,6.9,6.9,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2028,0,0,0,0,0,0,0,7.1,6.6,8.2,7.1,7.1,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2029,0,0,0,0,0,0,0,7.3,6.8,8.5,7.4,7.4,7.3,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2030,0,0,0,0,0,0,0,7.5,6.9,8.8,7.6,7.6,7.5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2031,0,0,0,0,0,0,0,7.7,7,9.1,7.6,7.8,7.7,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2032,0,0,0,0,0,0,0,7.9,7.2,9.3,7.7,8,7.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2033,0,0,0,0,0,0,0,8,7.3,9.6,7.8,8.3,7.9,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2034,0,0,0,0,0,0,0,8.2,7.4,9.8,7.9,8.5,8.1,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2035,0,0,0,0,0,0,0,8.4,7.5,10.1,7.9,8.7,8.2,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2036,0,0,0,0,0,0,0,8.6,7.6,10.4,8,9,8.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2037,0,0,0,0,0,0,0,8.7,7.8,10.6,8.1,9.2,8.5,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2038,0,0,0,0,0,0,0,8.9,7.9,10.9,8.1,9.5,8.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2039,0,0,0,0,0,0,0,9.1,8,11.1,8.2,9.7,8.8,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2040,0,0,0,0,0,0,0,9.3,8.1,11.4,8.3,9.9,8.9,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2041,0,0,0,0,0,0,0,9.5,8.3,11.7,8.4,10.2,9.1,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2042,0,0,0,0,0,0,0,9.6,8.4,11.9,8.4,10.4,9.2,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2043,0,0,0,0,0,0,0,9.8,8.5,12.2,8.5,10.7,9.3,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2044,0,0,0,0,0,0,0,10,8.6,12.5,8.6,10.9,9.5,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2045,0,0,0,0,0,0,0,10.2,8.8,12.8,8.7,11.2,9.6,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2046,0,0,0,0,0,0,0,10.4,8.9,13,8.7,11.4,9.8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2047,0,0,0,0,0,0,0,10.6,9,13.3,8.8,11.7,9.9,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2048,0,0,0,0,0,0,0,10.8,9.2,13.6,8.9,11.9,10.1,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2049,0,0,0,0,0,0,0,11,9.3,13.9,9,12.2,10.2,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2050,0,0,0,0,0,0,0,11.2,9.4,14.2,9.1,12.5,10.4,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2051,0,0,0,0,0,0,0,11.4,9.6,14.5,9.1,12.7,10.5,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2052,0,0,0,0,0,0,0,11.6,9.7,14.8,9.2,13,10.7,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2053,0,0,0,0,0,0,0,11.8,9.8,15.1,9.3,13.3,10.9,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2054,0,0,0,0,0,0,0,12,10,15.4,9.4,13.5,11,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2055,0,0,0,0,0,0,0,12.2,10.1,15.7,9.5,13.8,11.2,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2056,0,0,0,0,0,0,0,12.4,10.2,16,9.5,14.1,11.3,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2057,0,0,0,0,0,0,0,12.6,10.4,16.3,9.6,14.4,11.5,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2058,0,0,0,0,0,0,0,12.8,10.5,16.6,9.7,14.7,11.7,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2059,0,0,0,0,0,0,0,13.1,10.7,16.9,9.8,14.9,11.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2060,0,0,0,0,0,0,0,13.3,10.8,17.2,9.9,15.2,12,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2061,0,0,0,0,0,0,0,13.5,11,17.5,10,15.5,12.2,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2062,0,0,0,0,0,0,0,13.7,11.1,17.8,10,15.8,12.3,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2063,0,0,0,0,0,0,0,13.9,11.2,18.1,10.1,16.1,12.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2064,0,0,0,0,0,0,0,14.2,11.4,18.5,10.2,16.4,12.7,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2065,0,0,0,0,0,0,0,14.4,11.5,18.8,10.3,16.7,12.8,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2066,0,0,0,0,0,0,0,14.6,11.7,19.1,10.4,17,13,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2067,0,0,0,0,0,0,0,14.9,11.8,19.4,10.5,17.3,13.2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2068,0,0,0,0,0,0,0,15.1,12,19.8,10.6,17.6,13.4,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2069,0,0,0,0,0,0,0,15.3,12.2,20.1,10.7,17.9,13.5,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2070,0,0,0,0,0,0,0,15.6,12.3,20.5,10.7,18.2,13.7,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2071,0,0,0,0,0,0,0,15.8,12.4,20.8,10.8,18.3,13.8,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2072,0,0,0,0,0,0,0,16,12.5,21.1,10.9,18.4,13.9,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2073,0,0,0,0,0,0,0,16.3,12.6,21.5,11,18.6,14,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2074,0,0,0,0,0,0,0,16.5,12.6,21.8,11.1,18.7,14.1,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2075,0,0,0,0,0,0,0,16.8,12.7,22.2,11.2,18.8,14.2,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2076,0,0,0,0,0,0,0,17,12.8,22.5,11.4,18.9,14.2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2077,0,0,0,0,0,0,0,17.3,12.9,22.9,11.5,19.1,14.3,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2078,0,0,0,0,0,0,0,17.5,13,23.3,11.6,19.2,14.4,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2079,0,0,0,0,0,0,0,17.8,13.1,23.6,11.7,19.3,14.5,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2080,0,0,0,0,0,0,0,18.1,13.2,24,11.8,19.5,14.6,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2081,0,0,0,0,0,0,0,18.3,13.2,24.4,11.9,19.6,14.7,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2082,0,0,0,0,0,0,0,18.6,13.3,24.8,12,19.7,14.8,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
