key,date,value01risk,value02risk,value03risk,value04risk,value05risk,value06risk,value07risk,value01ind,value02ind,value03ind,value04ind,value05ind,value06ind,value07ind,deaths01,deaths02,deaths03,deaths04,deaths05,deaths06,deaths07,illnesses01,illnesses02,illnesses03,illnesses04,illnesses05,illnesses06,illnesses07,disruption01,disruption02,disruption03,disruption04,disruption05,disruption06,disruption07
Lost business productivity,2083,0,0,0,0,0,0,0,18.8,13.4,25.1,12.1,19.9,14.9,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2084,0,0,0,0,0,0,0,19.1,13.5,25.5,12.2,20,15,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2085,0,0,0,0,0,0,0,19.4,13.6,25.9,12.3,20.1,15.1,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2086,0,0,0,0,0,0,0,19.7,13.7,26.3,12.4,20.3,15.2,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2087,0,0,0,0,0,0,0,19.9,13.8,26.7,12.5,20.4,15.3,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2088,0,0,0,0,0,0,0,20.2,13.9,27.1,12.7,20.5,15.4,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2089,0,0,0,0,0,0,0,20.5,14,27.5,12.8,20.7,15.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2090,0,0,0,0,0,0,0,20.8,14.1,27.9,12.9,20.8,15.6,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2091,0,0,0,0,0,0,0,21.1,14.2,28.3,13,21,15.7,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2092,0,0,0,0,0,0,0,21.3,14.3,28.7,13.1,21.1,15.8,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2093,0,0,0,0,0,0,0,21.6,14.4,29.1,13.2,21.2,15.9,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2094,0,0,0,0,0,0,0,21.9,14.5,29.5,13.3,21.4,16,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2095,0,0,0,0,0,0,0,22.2,14.5,29.9,13.5,21.5,16.1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2096,0,0,0,0,0,0,0,22.5,14.6,30.3,13.6,21.7,16.2,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2097,0,0,0,0,0,0,0,22.8,14.7,30.8,13.7,21.8,16.3,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2098,0,0,0,0,0,0,0,23.1,14.8,31.2,13.8,22,16.4,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2099,0,0,0,0,0,0,0,23.4,14.9,31.6,13.9,22.1,16.6,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost business productivity,2100,0,0,0,0,0,0,0,23.7,15,32.1,14.1,22.3,16.7,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2015,0,0,0,0,0,0,0,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2016,0,0,0,0,0,0,0,4.5,4.5,4.6,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2017,0,0,0,0,0,0,0,4.7,4.6,4.8,4.7,4.7,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2018,0,0,0,0,0,0,0,4.8,4.7,5,4.8,4.8,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2019,0,0,0,0,0,0,0,4.9,4.8,5.2,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2020,0,0,0,0,0,0,0,5.1,4.9,5.5,5.1,5.1,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2021,0,0,0,0,0,0,0,5.3,5.1,5.7,5.3,5.3,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2022,0,0,0,0,0,0,0,5.4,5.2,5.9,5.4,5.4,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2023,0,0,0,0,0,0,0,5.6,5.3,6.2,5.6,5.6,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2024,0,0,0,0,0,0,0,5.7,5.4,6.4,5.8,5.8,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2025,0,0,0,0,0,0,0,5.9,5.6,6.7,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2026,0,0,0,0,0,0,0,6.1,5.7,7,6.1,6.1,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2027,0,0,0,0,0,0,0,6.3,5.9,7.3,6.3,6.3,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2028,0,0,0,0,0,0,0,6.5,6,7.6,6.5,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2029,0,0,0,0,0,0,0,6.7,6.1,7.9,6.7,6.7,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2030,0,0,0,0,0,0,0,6.9,6.3,8.2,6.9,6.9,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2031,0,0,0,0,0,0,0,7,6.4,8.4,7,7.1,7,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2032,0,0,0,0,0,0,0,7.1,6.5,8.6,7,7.3,7.2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2033,0,0,0,0,0,0,0,7.2,6.6,8.9,7.1,7.6,7.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2034,0,0,0,0,0,0,0,7.4,6.7,9.1,7.2,7.8,7.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2035,0,0,0,0,0,0,0,7.5,6.8,9.3,7.2,8,7.5,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2036,0,0,0,0,0,0,0,7.6,6.9,9.5,7.3,8.2,7.7,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2037,0,0,0,0,0,0,0,7.8,7.1,9.8,7.3,8.4,7.8,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2038,0,0,0,0,0,0,0,7.9,7.2,10,7.4,8.6,7.9,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2039,0,0,0,0,0,0,0,8,7.3,10.2,7.5,8.9,8,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2040,0,0,0,0,0,0,0,8.2,7.4,10.5,7.5,9.1,8.2,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2041,0,0,0,0,0,0,0,8.3,7.5,10.7,7.6,9.3,8.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2042,0,0,0,0,0,0,0,8.5,7.6,10.9,7.7,9.5,8.4,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2043,0,0,0,0,0,0,0,8.6,7.7,11.2,7.7,9.7,8.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2044,0,0,0,0,0,0,0,8.7,7.8,11.4,7.8,10,8.7,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2045,0,0,0,0,0,0,0,8.9,7.9,11.6,7.9,10.2,8.8,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2046,0,0,0,0,0,0,0,9,8,11.9,7.9,10.4,8.9,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2047,0,0,0,0,0,0,0,9.2,8.2,12.1,8,10.6,9,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2048,0,0,0,0,0,0,0,9.3,8.3,12.4,8.1,10.8,9.2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2049,0,0,0,0,0,0,0,9.5,8.4,12.6,8.1,11.1,9.3,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2050,0,0,0,0,0,0,0,9.6,8.5,12.8,8.2,11.3,9.4,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2051,0,0,0,0,0,0,0,9.8,8.6,13.1,8.3,11.5,9.6,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2052,0,0,0,0,0,0,0,9.9,8.7,13.3,8.3,11.7,9.7,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2053,0,0,0,0,0,0,0,10.1,8.8,13.6,8.4,12,9.8,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2054,0,0,0,0,0,0,0,10.2,9,13.8,8.5,12.2,10,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2055,0,0,0,0,0,0,0,10.4,9.1,14.1,8.5,12.4,10.1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2056,0,0,0,0,0,0,0,10.5,9.2,14.3,8.6,12.7,10.2,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2057,0,0,0,0,0,0,0,10.7,9.3,14.6,8.7,12.9,10.4,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2058,0,0,0,0,0,0,0,10.9,9.4,14.8,8.7,13.1,10.5,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2059,0,0,0,0,0,0,0,11,9.6,15.1,8.8,13.4,10.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2060,0,0,0,0,0,0,0,11.2,9.7,15.4,8.9,13.6,10.8,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2061,0,0,0,0,0,0,0,11.4,9.8,15.6,9,13.9,10.9,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2062,0,0,0,0,0,0,0,11.5,9.9,15.9,9,14.1,11.1,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2063,0,0,0,0,0,0,0,11.7,10,16.1,9.1,14.3,11.2,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2064,0,0,0,0,0,0,0,11.9,10.2,16.4,9.2,14.6,11.3,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2065,0,0,0,0,0,0,0,12,10.3,16.7,9.3,14.8,11.5,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2066,0,0,0,0,0,0,0,12.2,10.4,16.9,9.3,15.1,11.6,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2067,0,0,0,0,0,0,0,12.4,10.5,17.2,9.4,15.3,11.8,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2068,0,0,0,0,0,0,0,12.6,10.7,17.5,9.5,15.6,11.9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2069,0,0,0,0,0,0,0,12.8,10.8,17.8,9.6,15.8,12.1,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2070,0,0,0,0,0,0,0,12.9,10.9,18,9.6,16.1,12.2,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2071,0,0,0,0,0,0,0,13.1,11,18.3,9.7,16.2,12.3,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2072,0,0,0,0,0,0,0,13.3,11.1,18.6,9.8,16.3,12.4,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2073,0,0,0,0,0,0,0,13.5,11.1,18.9,9.9,16.4,12.4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2074,0,0,0,0,0,0,0,13.7,11.2,19.2,9.9,16.5,12.5,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2075,0,0,0,0,0,0,0,13.9,11.3,19.5,10,16.5,12.6,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2076,0,0,0,0,0,0,0,14,11.3,19.7,10.1,16.6,12.7,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2077,0,0,0,0,0,0,0,14.2,11.4,20,10.2,16.7,12.7,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2078,0,0,0,0,0,0,0,14.4,11.5,20.3,10.3,16.8,12.8,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2079,0,0,0,0,0,0,0,14.6,11.5,20.6,10.4,16.9,12.9,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2080,0,0,0,0,0,0,0,14.8,11.6,20.9,10.4,17,13,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2081,0,0,0,0,0,0,0,15,11.7,21.2,10.5,17.1,13,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2082,0,0,0,0,0,0,0,15.2,11.7,21.5,10.6,17.2,13.1,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2083,0,0,0,0,0,0,0,15.4,11.8,21.8,10.7,17.3,13.2,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2084,0,0,0,0,0,0,0,15.6,11.9,22.1,10.8,17.4,13.3,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2085,0,0,0,0,0,0,0,15.8,12,22.4,10.9,17.5,13.3,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2086,0,0,0,0,0,0,0,16,12,22.8,10.9,17.6,13.4,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2087,0,0,0,0,0,0,0,16.2,12.1,23.1,11,17.7,13.5,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2088,0,0,0,0,0,0,0,16.4,12.2,23.4,11.1,17.8,13.6,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2089,0,0,0,0,0,0,0,16.7,12.2,23.7,11.2,17.9,13.7,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2090,0,0,0,0,0,0,0,16.9,12.3,24,11.3,18,13.7,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2091,0,0,0,0,0,0,0,17.1,12.4,24.3,11.4,18.1,13.8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2092,0,0,0,0,0,0,0,17.3,12.5,24.7,11.5,18.2,13.9,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2093,0,0,0,0,0,0,0,17.5,12.5,25,11.6,18.3,14,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2094,0,0,0,0,0,0,0,17.7,12.6,25.3,11.6,18.4,14.1,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2095,0,0,0,0,0,0,0,18,12.7,25.7,11.7,18.5,14.2,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2096,0,0,0,0,0,0,0,18.2,12.8,26,11.8,18.6,14.2,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2097,0,0,0,0,0,0,0,18.4,12.9,26.3,11.9,18.8,14.3,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2098,0,0,0,0,0,0,0,18.6,12.9,26.7,12,18.9,14.4,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2099,0,0,0,0,0,0,0,18.9,13,27,12.1,19,14.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to business and industry (energy),2100,0,0,0,0,0,0,0,19.1,13.1,27.4,12.2,19.1,14.6,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2015,0,0,0,0,0,0,0,11.3,11.3,11.3,11.3,11.3,11.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2016,0,0,0,0,0,0,0,11.8,11.7,12,11.8,11.8,11.8,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2017,0,0,0,0,0,0,0,12.3,12.2,12.7,12.3,12.3,12.3,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2018,0,0,0,0,0,0,0,12.8,12.6,13.4,12.9,12.9,12.9,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2019,0,0,0,0,0,0,0,13.4,13.1,14.1,13.4,13.4,13.4,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2020,0,0,0,0,0,0,0,14,13.5,14.9,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2021,0,0,0,0,0,0,0,14.6,14,15.8,14.6,14.6,14.6,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2022,0,0,0,0,0,0,0,15.2,14.5,16.6,15.2,15.2,15.2,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2023,0,0,0,0,0,0,0,15.8,15.1,17.5,15.9,15.9,15.9,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2024,0,0,0,0,0,0,0,16.5,15.6,18.5,16.6,16.6,16.6,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2025,0,0,0,0,0,0,0,17.2,16.2,19.5,17.3,17.3,17.3,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2026,0,0,0,0,0,0,0,17.9,16.8,20.5,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2027,0,0,0,0,0,0,0,18.7,17.4,21.6,18.8,18.8,18.8,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2028,0,0,0,0,0,0,0,19.4,18,22.7,19.6,19.6,19.6,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2029,0,0,0,0,0,0,0,20.3,18.7,23.9,20.4,20.4,20.4,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2030,0,0,0,0,0,0,0,21.1,19.4,25.1,21.3,21.3,21.3,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2031,0,0,0,0,0,0,0,21.5,19.8,25.9,21.5,22,21.7,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2032,0,0,0,0,0,0,0,22,20.2,26.7,21.8,22.7,22.2,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2033,0,0,0,0,0,0,0,22.4,20.5,27.5,22,23.5,22.6,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2034,0,0,0,0,0,0,0,22.9,20.9,28.2,22.3,24.2,23.1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2035,0,0,0,0,0,0,0,23.3,21.3,29,22.5,25,23.5,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2036,0,0,0,0,0,0,0,23.8,21.7,29.8,22.8,25.7,24,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2037,0,0,0,0,0,0,0,24.3,22.1,30.6,23.1,26.4,24.4,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2038,0,0,0,0,0,0,0,24.7,22.6,31.4,23.3,27.2,24.9,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2039,0,0,0,0,0,0,0,25.2,23,32.3,23.6,27.9,25.3,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2040,0,0,0,0,0,0,0,25.7,23.4,33.1,23.9,28.7,25.8,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2041,0,0,0,0,0,0,0,26.2,23.8,33.9,24.1,29.5,26.3,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2042,0,0,0,0,0,0,0,26.7,24.2,34.7,24.4,30.2,26.7,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2043,0,0,0,0,0,0,0,27.2,24.6,35.6,24.7,31,27.2,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2044,0,0,0,0,0,0,0,27.7,25.1,36.4,25,31.8,27.7,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2045,0,0,0,0,0,0,0,28.2,25.5,37.3,25.2,32.6,28.2,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2046,0,0,0,0,0,0,0,28.7,25.9,38.1,25.5,33.4,28.7,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2047,0,0,0,0,0,0,0,29.3,26.3,39,25.8,34.2,29.2,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2048,0,0,0,0,0,0,0,29.8,26.8,39.9,26.1,35,29.7,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2049,0,0,0,0,0,0,0,30.3,27.2,40.7,26.4,35.8,30.2,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2050,0,0,0,0,0,0,0,30.9,27.7,41.6,26.7,36.6,30.7,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2051,0,0,0,0,0,0,0,31.5,28.1,42.5,27,37.5,31.2,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2052,0,0,0,0,0,0,0,32,28.6,43.4,27.3,38.3,31.7,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2053,0,0,0,0,0,0,0,32.6,29,44.4,27.6,39.2,32.2,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
